date,PM2.5,PM10,NO2,SO2,CO,O3,temperature,humidity,AQI
2020-01-01,54.96714153011233,111.16398569619405,41.194907858169515,17.25306524715694,0.8849440387914991,44.68588598861575,25.0,60.0,148.93416758670875
2020-01-02,48.97257701392401,89.0572939249456,43.188536066930645,15.413864518927129,0.9083105265795495,47.89704569837553,25.172133561558347,60.25820034233752,134.17368209458675
2020-01-03,57.187223418500174,91.35482314192409,40.60817352122747,15.183914165871174,1.0649239836665185,60.15897940653609,25.344216116227457,60.516324174341186,151.8711690991202
2020-01-04,66.29555061610283,102.23095203914949,24.13409340860338,3.078466056071271,0.9731987941630185,43.37379208687117,25.51619667223254,60.77429500834881,156.5740988428771
2020-01-05,49.078326398889715,95.64117567116014,42.38475582062496,18.725754321424088,1.2671780621839819,57.27537592946513,25.6880242680232,61.0320364020348,134.43407002741688
2020-01-06,49.432690917852966,106.97456959349458,59.07568509497708,15.670832079979217,0.6160424140923407,49.12413484299174,25.859647987374466,61.289471981061695,135.30662587813043
2020-01-07,67.91987951913761,97.51820474865742,38.7693130091031,17.141710253303625,0.8646217175889781,47.197301874378034,26.031016974474348,61.546525461711525,157.4127934292702
2020-01-08,60.15517850715032,84.55768729911553,36.09871193554707,11.442689029581476,1.6617591600524722,51.286859242339034,26.202080448993527,61.80312067349029,153.40362220074147
2020-01-09,48.138454803069116,99.69863783776547,45.18324883150342,13.077715605114541,0.9215340097955946,44.71564855633893,26.37278772113265,62.05918158169897,132.1198133341903
2020-01-10,58.610352971817775,77.65080853092904,44.96796681436108,12.944875317484135,1.5730284834308774,44.16653931243053,26.54308820664281,62.31463230996422,152.60597782527998
2020-01-11,48.9012149806966,96.96434215743719,52.28257163023496,20.108114920365196,1.306601458677041,31.23920950028408,26.712931441814774,62.56939716272216,133.9979665353836
2020-01-12,49.22771858887316,95.36521890550993,32.9486821102208,13.106200816984533,0.6572196856235225,45.63819082828866,26.882267098432443,62.82340064764866,134.80192014345653
2020-01-13,56.65314754326273,93.2679648313845,49.13271401849785,25.413301610548988,1.3905987585648618,43.14927353982654,27.05104499868619,63.07656749802929,151.59540810979846
2020-01-14,35.44801554625451,94.98588063748953,48.274120698078356,17.154312095075188,1.164699809342144,42.62097497646755,27.219215130041654,63.328822695062485,70.79099142663623
2020-01-15,37.67761763025702,69.20846044119693,42.681591960570834,8.621586700021343,1.063359883125078,51.7820029658409,27.3867276600595,63.58009149008925,106.36197305942683
2020-01-16,49.648484147701524,89.72545360538872,46.79515126523251,14.357268533740216,1.2734871279516011,54.03278657674323,27.55353295116187,63.830299426742805,135.83797604207913
2020-01-17,45.48609838764455,99.8668618356919,52.58699037333255,11.741624389217922,1.3423900456700375,49.60236347108222,27.719581575341056,64.07937236301159,125.58888547711473
2020-01-18,59.09832132639077,101.38747768346582,51.59424196631734,4.028087650899879,1.4122775465923858,57.069327575688654,27.88482432880609,64.32723649320914,152.85793198096047
2020-01-19,47.21533598325869,84.08738366742033,35.7345850979108,22.99735470056895,1.5534758542644007,52.706407011740765,28.04921224656289,64.57381836984433,129.8468071949586
2020-01-20,42.510461368358555,118.99829672989698,51.701580081121705,18.51571271110002,1.3224407738335069,43.836741485019935,28.212696616923644,64.81904492538547,118.26194005274218
2020-01-21,71.62600373148116,87.52736875529592,44.882857553245664,17.666036589496564,0.7873097733640915,41.996208146915066,28.375228995941132,65.0628434939117,159.32638759581218
2020-01-22,55.04577039156459,115.56616138841675,46.24181073894607,15.827018301498521,1.0579063627046426,49.591461145904745,28.536761221763715,65.30514183264557,149.12777634103844
2020-01-23,58.31073676011439,107.93338665455451,46.50116861426432,8.089912156537812,2.0829145005805865,52.04042567011228,28.69724542890673,65.5458681433601,152.45127609320974
2020-01-24,43.71770302067843,92.32994270394471,44.96867058951163,12.581914302222817,1.4173473181145182,60.12180900787891,28.856634062436072,65.7849510936541,121.23454512629363
2020-01-25,52.84880219932765,129.1474684541499,55.95746780415209,19.208903873920065,1.9107861902434489,57.896850557341224,29.01487989205973,66.0223198380896,143.71815616919875
2020-01-26,59.72692051232419,85.10413621538484,46.00535396300337,9.743899851087487,1.6186302246597555,40.41333390880514,29.17193602612317,66.25790403918475,153.18249847317054
2020-01-27,47.43035154228396,117.28317621855999,37.96804045374155,2.3411534187459324,1.2725406214667245,44.65218127322307,29.327755925504313,66.49163388825647,130.37624249105096
2020-01-28,63.017295386282456,118.98792608528855,44.02343062008874,13.86446996109537,1.2904221209343352,52.22788463177359,29.482293417404108,66.72344012610615,154.8814275440236
2020-01-29,53.57129978940566,94.39923127790192,48.84636206892942,14.291212229862307,1.1890259880369463,56.04447507156121,29.635502709028508,66.95325406354276,145.49717033572247
2020-01-30,56.975373477438865,125.82073621593914,57.49345971622902,15.677817082073545,0.6786586152460501,54.60235628589004,29.787338401157886,67.18100760173682,151.7617839872972
2020-01-31,54.18703195648061,101.65402552185009,52.725166282150305,18.64259321757268,1.2054141757404673,44.42346617008676,29.937755501599774,67.40663325239966,147.01329476721355
2020-02-01,79.03574070022566,110.20170471533054,41.33445287165732,18.188029061156044,1.563202365762659,32.37306403719379,30.086709438521044,67.63006415778156,163.15227918135992
2020-02-02,60.683832780545025,110.23818298763887,68.25616905127994,16.293849026219608,1.0201080015536388,34.77648016388858,30.2341560736555,67.85123411048326,153.6765838382161
2020-02-03,50.54443992433952,104.77612643372932,50.72628523243663,20.977656940433548,1.3235858997185428,47.346283427811144,30.380051715382997,68.0700775730745,138.04409830616265
2020-02-04,69.64655407003598,119.40550112659838,59.042090914674034,7.405151095933427,1.455477313767959,47.89790266256726,30.524353131676197,68.2865296975143,158.30433244922827
2020-02-05,49.508950214283,119.5934163557243,47.85351263204005,17.522909072386952,0.9270958682062573,33.346188702744975,30.667017562911177,68.50052634436676,135.49440002511895
2020-02-06,64.09894590981361,81.90577668828337,53.55967833290441,18.132691816684712,1.0646091406969005,44.63769337435471,30.808002734538007,68.71200410180701,155.43991938441377
2020-02-07,42.70308989362671,128.13636755977174,56.231375027519455,8.802188569598801,0.8946265528568522,50.3649767001102,30.947266869607635,68.92090030441145,118.73625149686978
2020-02-08,49.303887209046586,84.06610481522974,59.48118761587607,7.485646956588053,0.9533503179931779,32.402964723777295,31.084768701151262,69.12715305172689,134.9894710172504
2020-02-09,64.83671052575612,124.91848927519645,58.41169441807968,11.270289367621993,0.8137184149040817,54.82950453363547,31.220467484408676,69.33070122661302,155.8208515886412
2020-02-10,70.53142791852436,126.75215506049915,57.14449281482666,11.69229278742354,0.929865461586592,39.870365505499976,31.354323008901773,69.53148451335267,158.76122200218856
2020-02-11,65.1353430358852,93.90271458373604,47.85737912700683,18.767097317512153,1.6258367042393518,56.089835515416695,31.486295610349814,69.72944341552471,155.9750454031441
2020-02-12,62.53623144676819,104.51486365839864,46.01218555622796,11.927306081544526,0.9253568912729122,38.04912935981822,31.61634618242278,69.92451927363417,154.63303836555997
2020-02-13,60.94881022909023,94.4954931926829,53.45195798392071,10.718257408593981,1.237937765718207,32.98930898282876,31.744436188329455,70.11665428249418,153.81340043440906
2020-02-14,49.43776315164244,108.25523744189704,58.45786885430722,11.941831316527205,1.0491393738987131,38.54810242934614,31.87052767223667,70.305791508355,135.31911529801405
2020-02-15,57.2836050704484,107.25042065281588,49.409567626613494,20.59316167077106,1.5536597811110817,42.053935498710324,31.994583270516472,70.49187490577471,151.92093412488907
2020-02-16,60.130578251919324,123.95150698108043,59.90788168222349,15.065216871884761,1.5933486889810848,38.998634709467446,32.116566222817745,70.67484933422662,153.39092027759796
2020-02-17,75.55888944650827,132.29056789379308,63.19923857662403,14.10374487321544,1.459220994641684,40.603545401309745,32.236440382959124,70.85466057443868,161.35706620525718
2020-02-18,68.67026267588436,133.944098628425,44.43610501483641,14.449972506494742,1.2918403659308266,45.98548126712205,32.354170229639855,71.03125534445978,157.80024100230068
2020-02-19,47.84573242374297,104.94268823441271,45.256187772774645,21.460301671632614,1.1306821389477304,40.81848542507045,32.46972087696555,71.20458131544832,131.39903963635206
2020-02-20,68.95460098947758,110.59660737491404,51.00989246441431,11.254141366983792,0.842437588742625,41.755817975694306,32.58305808478563,71.37458712717844,157.94705425167967
2020-02-21,62.09607176199314,88.83634837446346,54.77153857565657,21.57754145470052,1.783058664336659,25.213587739134663,32.69414826883938,71.54122240325907,154.40576940292587
2020-02-22,59.40624794935263,102.34601621047452,48.288197506996,16.05248149460752,0.9720980946742339,46.114021649396975,32.802958510707754,71.70443776606163,153.01692465245816
2020-02-23,72.5161798570601,129.24605109949377,63.472751939045594,14.197903090123262,1.3990939041098525,41.198510455515546,32.90945656756777,71.86418485135165,159.7860148893145
2020-02-24,76.92867372448809,139.33919712332687,56.21431230294243,27.50450248967141,1.517869671787019,58.08931892308195,33.013610881746764,72.02041632262015,162.06433100632157
2020-02-25,76.14599200986342,96.91527604141959,53.30020133004369,9.721802551007018,1.033415850928401,32.48895773738681,33.11539059007361,72.17308588511041,161.6602066225849
